Beautiful Solutions Entry: ID,Beautiful Solutions Entry: beautiful solution name,Type,Short Write-Up,Learn More,Primary contributor name,Values exemplified,Related Stories,Related Solutions,Related Theories,Tags,Scale,Additional authors,Who?,Where?,When,IMAGE LINK,image_name,image_caption,IMAGE RIGHTS,image_source,image_source_url
a16E0000002Qf9b,Decolonization,Theory,"Colonization is an historical and ongoing form of territorial, economic, and mental conquest wherein one group of indigenous people (first inhabitants of a place) is subordinated and put in service to another group of people under the system of imperialism. Decolonization is a set of ideas and lived experiences that challenge imperialism — a form of bottom-up disobedience to colonization. Theories and enactments of decolonization prioritize indigenous (non-Western) forms of knowledge, spirituality, cultural practices, and sovereignty. Decolonization theory raises questions about working with or without the “master’s tools” to envision alternatives to imperialism’s constellations of power.","Decolonization: Indigeneity, Education & Society
An Online, Open Access Journal
Website:
http://decolonization.org/index.php/des

Decolonizing Methodologies: Research and Indigenous Peoples
by Linda Tuhiwai Smith
Book
http://www.zedbooks.co.uk/node/16704

For Indigenous Eyes Only: A Decolonization Handbook
Edited by Waziyatawin & Michael Yellow Bird
Book
https://sarweb.org/?sar_press_for_indigenous_eyes_only",Danielle Endres,Advances justice; Builds resilience; Creates more possibilities; Cultivates abundance; Deepens democracy; Displaces extractive industry; Extends the commons,Building community economies on Pine Ridge; Great Lakes Commons Initiative; The Beaver Lake Cree's tarsands lawsuit,Recuperated workplaces; Reinvestment in just transition,Buen vivir; Comunalidad; Environmental justice; Just transition; The commons,agriculture; food; governance; indigenous rights; justice; land use; movement building; racial justice; resource use,,,,,,https://drive.google.com/file/d/0B9V3YcrBGGVfdDBtRHdJdlFSNTQ/view?usp=sharing,Decolonization.jpg,"Decolonize mural in Oakland, CA made by the Community Rejuvenation Project",Creative Commons Attribution License,Oakland Wiki,http://oaklandwiki.org/Decolonize_Mural/_files/DECOLONIZE%20Mural%20centre%20view%20at%20E%2012th%20at%2016th%20CC-A%20Photo%20by%20HiMY%20SYeD%20for%20Oakland%20Wiki.jpg/_info/
a16E0000002QfAF,Participatory democracy,Theory,"Participatory democracy is a system that facilitates the active involvement of individuals in all important decisions and institutions affecting their lives. In contrast to traditional representative democracy, which prescribes a relatively limited set of roles for individuals in political life (e.g. voting, writing to politicians), participatory democracy embraces social movements and other forms of collective action as vital forms of political change. Participatory democracy does not confine itself to the formal political realm, instead calling for broad inclusion in all of society’s institutions, including families, schools, businesses, and the media. Rather than being a static system, participatory democracy is a constant process of contention and transformation.","Participatory Democracy from Port Huron to Occupy
An article in The Nation by Tom Hayden
Article
http://www.thenation.com/article/167079/participatory-democracy-port-huron-statement-occupy-wall-street#

Participatory Democracy Revisited
A paper by Carole Pateman in the Perspectives on Politics journal
Article
https://www.apsanet.org/media/PDFs/GovDept/2010%20Pateman.pdf

What would real democracy look like?
An article in ROAR Magazine by Camilla Hansen
Article
http://roarmag.org/2013/08/real-direct-participatory-democracy/",Paul Kuttner,Advances justice; Builds resilience; Creates more possibilities; Deepens democracy,Marinaleda's direct action economy,Participatory budgeting; Public ownership; Re-municipalization,Community as developer; Cooperative commonwealth; Horizontalism; Solidarity economics,decision-making; democracy; governance; planning,,,,,,https://drive.google.com/file/d/0B9V3YcrBGGVfNTdFWFhpMTNYdDA/view?usp=sharing,Participatory-Democracy.jpg,General assembly at Occupy Wall Street.,(CC BY-NC),Caroline Schiff Photography,http://bit.ly/1ywDOQL
a16E0000002QerZ,New Era Windows Cooperative,Story,"In 2008, the workers at Republic Windows held one of the first sit-down strike factory occupations in the U.S. since they were made illegal sixty-one years prior. And they won. This shocking labor victory proved that ordinary people have the power to transform their workplaces, even against the world’s largest bank and its corrupt business partners. Four years later, the same workers made another transformative move. Partnering with a grassroots cooperative financial organization, The Working World, the workers bought out their old factory and began making windows under democratic worker-control and a new name: New Era Windows Cooperative. The workers’ perseverance through this process demonstrated that with community support and cooperative power, we can fight the abuses of extractive finance, and we can win.","New Era Windows Cooperative
Official website of New Era Windows Cooperative
Website
http://www.newerawindows.com/

The Take
Film about the Argentine factory occupation movement
Documentary
http://www.thetake.org/

The Working World
Official website of The Working World, the financial cooperative that supported New Era Windows
Website
http://www.theworkingworld.org/us/

Workers at Republic Windows & Doors Stage a Sit-Down Strike in 'Capitalism: A Love Story'
Short clip on the Republic Windows factory occupation in a Michael Moore documentary
Video
https://vimeo.com/33260810",The Working World,Advances justice; Builds resilience; Creates more possibilities; Cultivates abundance; Deepens democracy; Displaces extractive industry,Anchor procurement in Cleveland; Cooperative Homecare Associates; Worker-Owned Roackaways Cooperatives,Non-extractive financial cooperative; Solutions seized through direct action; Worker cooperative,Cooperative commonwealth; Solidarity economics,cooperatives; financing; organized labor; work,Local,,Former workers at Republic Windows with the support of The Working World,2008&ndash;Present,"Chicago, IL, USA",https://drive.google.com/file/d/0B9V3YcrBGGVfZHdWZHRQT08zVXc/view?usp=sharing,New-Era-Windows-Cooperative.jpg,The New Era Windows team poses for a picture in their new factory,,The Working World,http://www.theworkingworld.org/us/wp-content/uploads/2012/06/New-Era-Tractor1.jpg
a16E0000002Qewy,The Great Lakes Commons,Story,"The Great Lakes are an incredible gift of nature that make up ninety percent of North America’s freshwater. Millions of lives depend on them. And yet, these vital waters are threatened by farm run-off, mining, and any other instance of putting private interest before public good. 
The Great Lakes Commons is a grassroots initiative to establish the Lakes as a living commons — waters we share, care for, and protect together. Weaving commons-based and indigenous approaches, the Great Lakes Commons seeks to reawaken surrounding communities’ relationship to these bodies of water and instill a sense of collaborative responsibility for their future.","Great Lakes Commons
Website for the Great Lakes Commons initiative
Website
http://www.greatlakescommons.org/

Great Lakes Commons Map
Crowd-sourced map to “mark, explore, and dialogue about a Great Lakes Commons”
Website
http://www.greatlakescommonsmap.org/main",Alexa Bradley,Advances justice; Builds resilience; Cultivates abundance; Displaces extractive industry; Extends the commons,Initiative 136; The river with the rights of a person,Public ownership,Buen vivir; Stewardship; The commons,indigenous rights; land use; resource use; stewardship,Regional,,A growing network of people and organizations from the Great Lakes bio-region,"The Great Lakes, a trans-border bio-region in North America",2010&ndash;Present,https://drive.google.com/file/d/0B9V3YcrBGGVfTWFjSHlxRzFBcHc/view?usp=sharing,The-Great-Lakes-Commons.jpg,A celebration of Great Lakes water in light organized by the Milwaukee Water Commons,Attribution-NonCommercial 2.0 Generic,overpasslightbrigade,http://overpasslightbrigade.tumblr.com/post/93788779674/a-celebration-of-great-lakes-water-in-light
a16E0000002Qer5,Brazilian Landless Workers' Movement,Story,"The Landless Workers' Movement (MST) of Brazil is the hemisphere’s largest social movement organization, claiming 1.5 million members. In the thirty years since their founding, the MST has developed a practice of study, action, and reflection. They focus on agrarian reform and force the issue by occupying land they believe should be redistributed by law. 
Once established on the land, MST members start schools, build homes, and grow crops. The MST adds value to the produce of members through the packaging and marketing of the goods they produce, including clothing, essential oils and roasted coffee. Though they push the state to act, they maintain autonomy from the state and political parties, all while building their own powers of production, control of land, and freedom from agribusiness. Most recently, they have launched an effort to rewrite the constitution, believing that systemic change is impossible under the current constitution.","Friends of the MST
The English-language website of the Landless Workers’ Movement
Website
http://www.mstbrazil.org/

Land, Protest, and Politics: The Landless Movement
by Gabriel Ondetti, Penn State University Press
Book
http://www.psupress.org/books/titles/978-0-271-03353-2.html

History did not end: The Brazilian Landless Workers’ Movement
by Mario Alemi
Video
https://www.youtube.com/watch?v=K3gKYvCR52Y",Mike McGuire,Advances justice; Builds resilience; Creates more possibilities; Cultivates abundance; Deepens democracy; Displaces extractive industry; Extends the commons,Farm Workers Credit Union; Initiative 136,Community land trusts; Recuperated workplaces; Solutions seized through direct action,Buen vivir; Economic democracy; Environmental justice; Resilience-based organizing; Usufruct,agriculture; democracy; justice; land use; movement building; politics; work,Regional; National,,Landless Workers' Movement,Brazil,1984&ndash;Present,https://drive.google.com/file/d/0B9V3YcrBGGVfUTdlT3VoRl9ua0U/view?usp=sharing,Brazilian-Landless-Workers-Movement.jpg,Demonstration by peasants on the Cuiabá plantation in the Xingó sertão commetrating a major victory in their struggle for land reform.,Fair Use,Sebastião Salgado,http://www.landless-voices.org/vieira/archive-04.phtml?ng=e&sc=3&th=55&se=0
a16E0000002QexX,Wage ratio,Solution,"Some businesses, as a matter of good governance, adopt wage ratios linking highest and lowest salaries. For many years, Ben & Jerry’s ice cream retained a six-to-one ratio between CEO and lowest paid employee. The seventh largest enterprise in Spain, Mondragon, maintains a 5:1 average ratio across its companies. For comparison, the average ratio in the United States is 231:1. Wage ratios are more than a number; they reflect deeply held beliefs about the value of different kinds of work.
At the national level, the tax system could encourage wage ratios by denying corporations the ability to deduct CEO pay that exceeds a specific ratio or dollar amount, whichever is higher. In the US, such caps were applied to financial bailout recipient firms and will be applied to health insurance companies under Obama’s healthcare reform legislation. Wage ratios, whether at the enterprise or national level, are a potentially powerful mechanism for reigning in growing wage disparities.","Executive Excess
A report by the Institute for Policy Studies
Report
http://www.ips-dc.org/obamacare-prescription/

Taxes and Executive Compensation
A report on executive compensation and wage ratios by the Economic Policy.
Report
http://www.epi.org/publication/taxes-executive-compensation/",Chuck Collins,Advances justice; Builds resilience; Cultivates abundance,Marinaleda's direct action economy,Basic income; Maximum wage,Appropriate scale; Economic democracy; Horizontalism,economics; justice; policy; work,Local; National,,,,,https://drive.google.com/file/d/0B9V3YcrBGGVfSzNxRFRKZGtxWW8/view?usp=sharing,Wage-Ratios.jpg,Alex Robles joins dozens of sign-holding protesters at a rally against low wages in front of a McDonald's in December 2013.,,AP/Ross D. Franklin,http://www.americanprogress.org/issues/religion/news/2014/03/19/85964/how-to-reduce-poverty-and-save-taxpayers-4-6-billion-per-year/
a16E0000002Qet1,Worker-Owned Rockaways Cooperatives,Story,"In October 2012, Hurricane Sandy slammed into Far Rockaway, Queens, destroying entire city blocks and displacing thousands. As residents struggled to pick up the pieces, private developers began to close in on recently vacated properties. Their intentions were clear — to remake the Rockaways’ economy to maximize their own profit, forgoing local input. In response, local workers teamed up with The Working World and Occupy Sandy to create the Worker-Owned Rockaways Cooperatives (WORCs) program, which helps local residents build and finance their own worker-owned companies and establishes Rockaways residents as critical voices in determining their economic future. Two new cooperatives, Roca Mia Construction and La Mies Bakery, have already launched. Little by little, Worker-Owned Rockaways Cooperatives is planting the seeds for a new, community-led economy in the Rockaways.","A Co-op Story: People's Construction in Rockaway
Mini documentary about WORCs by Laura Flanders of GRITtv
Video
https://www.youtube.com/watch?v=4cqZAUKWuQI

W.O.R.C.s – Worker Owned Rockaway Cooperatives
Blog post about the project on The Working World’s website
Article
http://www.theworkingworld.org/us/worker-owned-rockaway-cooperatives/",Scott Trumbull and Manuel Escobar,Advances justice; Builds resilience; Creates more possibilities; Cultivates abundance; Deepens democracy; Displaces extractive industry,Anchor procurement in Cleveland; New Era Windows Cooperative,Community wealth building; Non-extractive financial cooperative; Solutions seized through direct action; Worker cooperative,Cooperative commonwealth; Resilience-based organizing; Solidarity economics,community development; cooperatives; crisis response; work,Local,,Workers and community members in Far Rockaway,"Far Rockaway (NYC), NY, USA",2013&ndash;Present,https://drive.google.com/file/d/0B9V3YcrBGGVfOG16VXlmbUpnV0U/view?usp=sharing,Worker-Owned-Rockaways-Cooperatives.jpg,"Lorena, one of the worker-owners of La Mies bakery in the Rockaways.",,WORCs,
a16E0000002QfB4,Resilience-based organizing,Theory,"Resilience-based organizing is a movement-building strategy that focuses on improving the ability of communities to meet their needs through shared work, democratic self-governance, and contesting power. The approach departs from traditional campaign-based organizing approaches in which communities pressure a political figure with decision-making power to act on their demands, thereby re-enforcing existing structures of power. Instead, people organize to create visionary and oppositional economies in ways that strengthen community control and are ecologically regenerative. Resilience-based organizing was foundational to black liberation movements such as the Black Panther Party, which had more than sixty 'self help' programs. We see it applied today in Zapatista communities and through the Landless Workers’ Movement in Brazil.","Movement Generation Justice & Ecology Project
An organization that inspires and engages in transformative action towards the liberation and restoration of land, labor, and culture.
Website
http://movementgeneration.org/

Honoring the 44th Anniversary of the Black Panther's Free Breakfast Program
About the Black Panther’s Free Breakfast Program, a powerful example of resilience-based organizing
Article
http://www.organizingupgrade.com/index.php/modules-menu/community-organizing/item/942-honoring-the-44th-anniversary-of-the-black-panthers-free-breakfast-program",Movement Generation Justice & Ecology Project,Advances justice; Builds resilience; Creates more possibilities; Cultivates abundance; Deepens democracy,"Boulder, Colorado vs. Xcel energy; Brazilian Landless Workers' Movement; Running Chokwe Lumumba for mayor; Solidarity NYC; The Zapatista Little School",Solutions seized through direct action,Horizontalism; Solidarity economics,crisis response; movement building,,,,,,https://drive.google.com/file/d/0B9V3YcrBGGVfMFFaUWtxOGg2NTQ/view?usp=sharing,Resilience-Based-Organizing.jpg,"Charles Bursey of the Black Panther Party serving breakfast to children for the Panther Free Breakfast Program in Oakland, CA in 1969",Fair Use,Pirkle Jones Foundation,www.pirklejones.com
a16E0000002Q9uZ,Traffic mimes in Bogotá,Story,"Faced with a notoriously corrupt traffic police force, sky-high traffic fatality rates, and chaos on the roads, Bogotá mayor Antanas Mockus took bold and audacious action: he disbanded the corrupt cops and offered to retrain and rehire them… as mimes. Using popular education techniques, the traffic mimes fanned out through the city, mocking lawbreakers, applauding courteous drivers, and dramatizing the frustrations and challenges of citizens moving through traffic. The result: a 50 percent drop in traffic fatalities, reduced traffic gridlock, and a marked shift in the traffic culture of the city.","Academic turns city into a social experiment
by María Cristina Caballero, Harvard Gazette
Article
http://news.harvard.edu/gazette/2004/03.11/01-mockus.html

Bogotá Change
Documentary by Andreas M. Dalsgaard
Video
http://youtu.be/5OdhD5D5its

Colombians Fear Ridicule More Than Being Fined
by Sarah Marsh, The Guardian
Article
http://www.theguardian.com/public-leaders-network/2013/oct/28/antanas-mockus-bogota-mayor",Tomaz Capobianco,Celebrates life; Extends the commons,,(Re)Claiming space through public art; Solutions seized through direct action,Social imagination; Solutionary action logic; The commons,culture; education; safety; transportation,Local,,"Antanas Mockus, mayor of Bogotá","Bogotá, Colombia",1995&ndash;Present,https://drive.google.com/file/d/0ByZ-eUYQJzcObGVWSGZ1NVdjcUE/edit?usp=sharing,Traffic-Mimes.jpg,A traffic mime in a Venezuela initiative inspired by Bogotá helps a woman cross the street.,Associated Press,Associated Press,
a16E0000002QA1W,Building community economies on Pine Ridge,Story,"The Pine Ridge reservation in South Dakota has a rich legacy of struggle. It’s one of the poorest areas in the United States, but it is also the scene of exciting new developments in worker and community ownership. The Thunder Valley Community Development Corporation is building a net-zero “regenerative community” designed to sustainably produce all the energy it uses, managing their own construction to create both jobs and housing for the Oglala Lakota people. Elsewhere on Pine Ridge, Native-owned company Native American Natural is transitioning to employee ownership while bringing the buffalo back to Native lands. These developments signal a community taking charge of its own future.","Thunder Valley Community Development Corporation
Native youth on the move
Webpage
http://thundervalley.org

Tanka: Native American Natural Foods
Innovating food products based on traditional values
Website
http://tankabar.com

New Developments in Community Wealth Building
Social enterprises in Native American communities
Website
http://community-wealth.org/content/indian-country-site-new-developments-community-wealth-building",Sarah McKinley,Builds resilience; Cultivates abundance; Deepens democracy; Displaces extractive industry,Co-op Power; Southern Grassroots Economies Project; The Beaver Lake Cree's tarsands lawsuit; Idle No More,Community impacting investment; Community wealth building; Worker cooperative,Community as developer; Decolonization; Economic democracy; Environmental justice; Sense of place,community development; cooperatives; energy; indigenous rights; land use; racial justice; resource use; work,Local; Regional,,Thunder Valley Community Development Corporation & Native American Natural Foods,"Pine Ridge, South Dakota, USA",2007&ndash;Present,https://drive.google.com/file/d/0ByZ-eUYQJzcOTHRJYzQzaFMtc2M/edit?usp=sharing,Building-Community-Economies-On-Pine-Ridge.jpg,"A prototype house for Thunder Valley CDC’s Regenerative Community project, using native materials like strawbale to reduce the ecological impacts and costs of construction.","(Image used with permission of Post-Reservation, http://postrez.wordpress.com/)","Annie Coombs & Zoe Malliaros, Post-Reservation",
a16E0000002QA1M,Factor E Farm,Story,"Factor E Farm is an experiment in creating resilient communities through open-source design. Located in rural Missouri, Factor E Farm serves as the hub of a dispersed network of farmers, engineers, architects and supporters that is working to develop the Global Village Construction Set, which developers describe as “an open technological platform that allows for the easy fabrication of the fifty different industrial machines that it takes to build a small civilization with modern comforts.” The goal is to produce these machines at the cost of materials in zero waste, self-replicating “micro-factories.” The project is volunteer-driven, fully open source, and prioritizes cradle-to-cradle construction.","Open Source Ecology: Factor E Farm in Five Minutes
Introducing the Global Village Construction Set
Article
http://www.scribd.com/doc/12745753/Factor-E-Farm-about

Factor E Farm Social Contract
Joining an experimental community
Webpage
http://opensourceecology.org/wiki/Factor_e_Farm_Social_Contract_v1.0 

Factor E Farm Economic Model
Open source, community supported manufacturing
Webpage
http://opensourceecology.org/wiki/Factor_e_Farm_Economic_Model",Dave Oswald Mitchell,Builds resilience; Creates more possibilities; Cultivates abundance; Extends the commons,Trade school: barter-for-knowledge; Resilence Circles,Community supported agriculture; Peer Production License,Appropriate scale; Pluralist commonwealth; Sharing economy; Social imagination; The commons,agriculture; education; food; open source,Local,,Open Source Ecology,"North of Kansas City, Missouri, USA",2007&ndash;Present,https://drive.google.com/file/d/0ByZ-eUYQJzcOQVdVckJYbU5ZckU/edit?usp=sharing,Factor-E-Farm.jpg,"LifeTrac 4 is a multipurpose, open-source tractor that is designed and built with a focus on a lifetime of usage and ease of repair.",Creative Commons Attribution – ShareAlike 4.0,Open Source Ecology,
a16E0000002QA1g,The river with the rights of a person,Story,"In 2012, following more than a century of petitions and legal action by local iwi (Maori tribal group), the Whanganui river in New Zealand was granted the legal status of a person under the name Te Awa Tupua. This legal victory means that the river now enjoys the same rights and responsibilities before the law as people (and corporations!). The New Zealand government has officially recognised the river as a source of great physical and spiritual sustenance to the people who live alongside it. This precedent-setting legal case is the first time the rights of a river have been guaranteed in this way, opening up exciting possibilities for protecting, and changing how we understand our relationship with, the natural world.","An indivisible and living whole
by Jen Wilton, New Internationalist
Article
http://newint.org/issues/2014/09/01/

New Zealand’s Whanganui River gains a legal voice
by Alison Fairbrother, Huffington Post
Article
http://www.huffingtonpost.com/2012/09/18/new-zealand-whanganui-river_n_1894893.html

I am the river
Documentary by Mark McNeill, Al Jazeera
Video
http://www.aljazeera.com/programmes/witness/2013/09/i-am-river-201392410212172573.html",Jen Wilton,Advances justice; Celebrates life; Creates more possibilities; Extends the commons,Great Lakes Commons Initiative; Initiative 136; The Beaver Lake Cree's tarsands lawsuit; The Zapatista Little School; Idle No More,Solutions seized through direct action; Reclaiming common wealth,Buen vivir; Decolonization; Environmental justice; Sense of place; Social imagination; Stewardship; The commons,indigenous rights; justice; land use; living economies; resource use,Regional; National,,Maori tribes near the Whanganui River in conjunction with the New Zealand Government,"Whanganui River, New Zealand",19th century&ndash;2014,https://drive.google.com/file/d/0ByZ-eUYQJzcORmRNVjFUaEwzRTQ/edit?usp=sharing,The-River-With-The-Rights-Of-A-Person.jpg,Looking out over the Whanganui river.,creative Commons Attribution – ShareAlike 4.0,Kathrin & Stefan Marks,http://www.flickr.com/photos/ks_marks/8477072494/
a16E0000002QA1b,Social imagination,Theory,"Philosopher Maxine Greene describes social imagination as the ability to “look at the world as if it could be otherwise.” It is the capacity, both creative and moral, to envision alternative possibilities for our communities and our world. The social imagination makes social change possible because an understanding of what might be gives us a perspective from which to challenge things as they are, as well as the hope and determination we need to build something different. To develop our social imaginations is to become more “wide-awake” to injustice in the world, a vital first step in inspiring us to change it.","The Maxinne Green Center
for Aesthetic Education and Social Imagination
Website
https://maxinegreene.org/

Releasing the Imagination
by Maxine Greene
Book
http://www.wiley.com/WileyCDA/WileyTitle/productCd-0787952915.html",Paul J. Kuttner,Celebrates life; Creates more possibilities; Cultivates abundance,596 Acres; Factor E Farm; Marinaleda's direct action economy; The Beaver Lake Cree's tarsands lawsuit; The river with the rights of a person; Thessaloniki's social solidarity clinic; The Zapatista Little School; Trade school: barter-for-knowledge; Traffic mimes in Bogotá,(Re)Claiming space through public art; Basic income; Community currency; Maximum wage; Peer Production License; Shorter work week; Solutions seized through direct action; Pay it forward,Buen vivir; Comunalidad; Decolonization; Emergent strategy,culture; well-being,,,,,,https://drive.google.com/file/d/0ByZ-eUYQJzcOYVZoR28tMjBJUEU/edit?usp=sharing,Social-Imagination.jpg,"The Edible Bus Stop garden’s “Riot of Colour,” park bench designed by Will Sandy.",,Marshall Murray,http://marshallmurray.blogspot.ca/2012/07/riot-of-colour-rhs-goes-all-guerilla.html
a16E0000002QA0n,Upstream thinking,Theory,"Our current approach to healthcare is equivalent to jumping into a river to pull out drowning children, when instead we should head upstream to figure out why these children are falling in the river in the first place. The lesson is clear: to improve our health and wellbeing, we need to move beyond reactive healthcare and focus on the “upstream” factors — or social determinants — that most impact our health: income and its distribution, education, housing, nutrition, employment and the wider environment. Upstream thinking means taking wise collective action to ensure better outcomes rather than simply responding to, and being overwhelmed by, crises we could have foreseen.","Investigating the root causes of the global health crisis
Paul Farmer on the TED Book “The Upstream Doctors”
Article
http://blog.ted.com/2013/06/05/investigating-the-root-causes-of-the-global-health-crisis-paul-farmer-on-the-upstream-doctors/

Introduction to Upstream
A movement to create a healthy society though evidence-based ideas
Video
https://www.youtube.com/watch?v=qarQXqKbmLg

Social Determinants of Health: The Canadian Facts
By Juha Mikkonen and Dennis Raphael, download for free
Book
http://www.thecanadianfacts.org/",Ryan Meili,Advances justice; Builds resilience; Creates more possibilities,The river with the rights of a person; Resilence Circles,Basic income; Community impacting investment; Participatory budgeting; Shorter work week,Buen vivir; Economic democracy; Environmental justice; Stewardship,community development; education; equity; health; policy; taxation; well-being,,,,,,https://drive.google.com/file/d/0ByZ-eUYQJzcOZmZoOHpVWVk0cW8/edit?usp=sharing,Upstream-Thinking.jpg,Healthy communities create healthy people.,,Upstream,
a16E0000002QA1R,Farm Workers Credit Union,Story,"During the United Farm Workers’ struggle to bring justice and dignity to the lives of farm workers, the farm worker community fought a key battle against banks that refused to provide loans to workers while financing the owners who were exploiting them in the fields. Labor leader and organizer Cesar Chavez argued for the community to start their own credit union. Pooling their resources allowed workers to meet their financial needs and support the movement during the winter months, making it easier to strike in the summer. Six years after its founding, the Farm Workers Credit Union had loaned $183,000 to 874 members. ","Farm Worker Credit Union (essay & photos)
by Abby Flores Rivera
Article
https://libraries.ucsd.edu/farmworkermovement/2010/03/farm-worker-credit-union-by-abby-flores-rivera-2/

Why David Sometimes Wins
by Marshall Ganz
Book
http://books.google.ca/books?id=CEqz-KxbHDIC&dq=farm+worker+credit+union",Eli Feghali,Advances justice; Builds resilience; Deepens democracy; Displaces extractive industry,Brazilian Landless Workers' Movement,Credit union; Non-extractive financial cooperative; Sukuk; Divest/invest,Economic democracy; Resilience-based organizing; Solidarity economics,cooperatives; decision-making; financing; justice; movement building; organized labor,Regional,,Cesar Chavez & the United Farm Workers of America,"Delano, California",1963&ndash;1993,https://drive.google.com/file/d/0ByZ-eUYQJzcOMUxfWnJMMXpwX3c/edit?usp=sharing,Farm-Workers-Credit-Union.jpg,Farm Workers Credit Union members at a meeting.,Scholarly fair use - remixed,Farmworker Movement Documentation Project,
a16E0000002QA3D,GreenWave’s restorative ocean farming,Story,"Ocean farming has the potential to restore ecosystems, mitigate climate change, and create jobs, all while providing food security worldwide. In Long Island Sound, a network of cooperatives called GreenWave has been growing shellfish and seaweed for food, biofuel and fertilizer without use of freshwater or other inputs — making it one of the most sustainable forms of food production on the planet. GreenWave’s model is open-source. The potential of replication is tremendous: a network of small ocean farms about the size of Washington state could feed the world and, as biofuel, replace all the oil in the United States, while simultaneously capturing five times the amount of carbon as land-based plants. ","GreenWave
GreenWave’s project website
Website
http://www.greenwave.org/

Kelp: The Elegant Solution
The new super vegetable comes from the sea
Video
http://blogs.scientificamerican.com/food-matters/2014/07/11/move-over-kale-the-new-super-vegetable-comes-from-the-sea-video/

The Least Deadliest Catch
TEDx Talk on 3D Ocean Farming
Video
https://www.youtube.com/watch?v=j8ViaskDSeI",Bren Smith,Builds resilience; Creates more possibilities; Cultivates abundance; Deepens democracy; Extends the commons,Building community economies on Pine Ridge; Equitable Food Initiative; Great Lakes Commons Initiative,Community supported agriculture; Permaculture; Worker cooperative,Buen vivir; Cooperative commonwealth; Environmental justice; Just transition; Stewardship; The commons; Usufruct,agriculture; climate; cooperatives; food; resource use; work,Local; Regional,,GreenWave,Long Island Sound,2012&ndash;Present,https://drive.google.com/file/d/0ByZ-eUYQJzcOZXFtU01jQXpSeFk/edit?usp=sharing,Greenwaves-Restorative-Ocean-Farming.jpg,3D ocean farming: Turning fishermen into climate farmers.,Bren Smith sent us smaller photos so I grabbed this one from the homepage. He is the CEO of the org.,Greenwave,
a16E0000002QA25,Deepens democracy,Value,"Democracy, “the direct exercise of sovereignty by the people themselves” (Fotopoulos), is not a new idea. As much as anything else, human history is the story of groups of people trying to put democracy into practice; still today, the liberatory potential of true democracy continues to shine as a beacon for popular struggles worldwide. Whether it’s workers organizing to take over a shuttered factory, landless peasants squatting and farming on fallow land, or a neighborhood assembly deciding how their share of the city budget will be allocated, people are working together in countless ways to bring about a truly democratic world. The solutions that most deepen democracy are those that provide meaningful opportunities for people to participate — individually and in concert with others — in setting the course of their own lives.",,Dave Oswald Mitchell,,"Boulder, Colorado vs. Xcel energy; Brazilian Landless Workers' Movement; Building community economies on Pine Ridge; Cooperative Homecare Associates; Co-op Power; Dudley Street Neighborhood Initiative; Initiative 136; Marinaleda's direct action economy; New Era Windows Cooperative; Running Chokwe Lumumba for mayor; Southern Grassroots Economies Project; The Media Co-op; The Zapatista Little School; Working Families Party; Idle No More",Community land trusts; Community purchasing groups; Credit union; Housing cooperative; Non-extractive financial cooperative; Participatory budgeting; Re-municipalization; Solutions seized through direct action; Worker cooperative,Community as developer; Comunalidad; Cooperative commonwealth; Economic democracy; Horizontalism; Participatory democracy; Solidarity economics,cooperatives; decision-making; democracy; governance; justice; movement building; organized labor; peacebuilding; policy; politics; taxation,,,,,,https://drive.google.com/file/d/0B_YI65DeAxc_NmRlTzVmaEtpblU/edit?usp=sharing,Value-Deepens-Democracy.jpg,,,,
a16E0000002QA2K,Pluralist commonwealth,Theory,"If we don’t want corporate capitalism, and we don’t want authoritarian state socialism, what do we want? The pluralist commonwealth is a vision of an economic and political system designed to ensure environmental sustainability, genuine democracy, community, and greater equality and personal liberty. Crucially: it’s a commonwealth, meaning that ownership of the economic foundations of society is broadly distributed and democratized, and it’s pluralist, meaning that there is no single magic bullet; instead, we need a system made up of different kinds of institutions at different scales, from worker cooperatives and community ownership at smaller scales to public ownership in critically important larger sectors.","The Pluralist Commonwealth
A project of The Democracy Collaborative
Website
http://pluralistcommonwealth.org

America Beyond Capitalism
by Gar Alperovitz
Book
http://community-wealth.org/content/america-beyond-capitalism-reclaiming-our-wealth-our-liberty-and-our-democracy",Gar Alperovitz,Cultivates abundance; Deepens democracy; Displaces extractive industry; Extends the commons,"Anchor procurement in Cleveland; Boulder, Colorado vs. Xcel energy; Cooperative Homecare Associates; Co-op Power; Initiative 136; Philadelphia Land Bank; Southern Grassroots Economies Project",Basic income; Community land trusts; Community wealth building; Non-extractive financial cooperative; Participatory budgeting; Peer Production License; Public ownership; Dividends for all; Reclaiming common wealth,Economic democracy; Sharing economy; Solidarity economics; Stewardship; The commons; The generative economy; Upstream thinking; Usufruct,community development; cooperatives; democracy; governance; living economies; politics,,,,,,https://drive.google.com/file/d/0ByZ-eUYQJzcOWHFnenNJeXp3YUU/edit?usp=sharing,Pluralist-Commonwealth.jpg,A pluralist commonwealth rejects one-size-fits-all solutions,Creative Commons Attribution - Share Alike 3.0 Unported License,Guerrilla Translation,http://guerrillatranslation.com/2014/06/26/a-charter-for-democracy/
